created_at,id_str,full_text,quote_count,reply_count,retweet_count,favorite_count,lang,user_id_str,conversation_id_str,username,tweet_url,mention_username
Tue Feb 28 12:31:41 +0000 2023,1630546280182079489,"Marjorie Taylor Greene called a woman &amp  her adult son “righteous, insane and completely out of control” for screaming at her in a restaurant.   Here’s a clip of MTG being righteous, insane &amp  completely out of control while accosting David Hogg. https://t.co/wFfpC9pvSy",74,83,356,811,en,1014452063533535232,1630546280182079489,Trump_Detester,https://twitter.com/Trump_Detester/status/1630546280182079489,
Tue Feb 28 12:01:02 +0000 2023,1630538565296746496,@MrChadTurner Sir this is rap/hiphop if you can’t take these disses go listen to Taylor swift,0,2,9,520,en,1501403586881888258,1630417082281017344,solo_mikee,https://twitter.com/solo_mikee/status/1630538565296746496,MrChadTurner
Tue Feb 28 11:29:31 +0000 2023,1630530633830383622,"liking taylor swift is just a phase""  me in my 80s: https://t.co/4yZ17YIwgq""",7,7,207,1222,en,1596125853821603843,1630530633830383622,reputamatt,https://twitter.com/reputamatt/status/1630530633830383622,
Tue Feb 28 11:29:03 +0000 2023,1630530516121427969,Marjorie Taylor Greene claims 'insane' woman and son attacked her in restaurant https://t.co/F5XkawKHBD,157,1756,243,1853,en,55060090,1630530516121427969,realTuckFrumper,https://twitter.com/realTuckFrumper/status/1630530516121427969,
Tue Feb 28 11:20:09 +0000 2023,1630528278175027201,without folklore there will still be a less successful Taylor Swift but without reputation there will be no Taylor Swift anymore,75,50,299,4150,en,1331272467814313984,1630528278175027201,theoriginalzh,https://twitter.com/theoriginalzh/status/1630528278175027201,
Tue Feb 28 10:49:06 +0000 2023,1630520461611106306,What if Taylor has curly hair on tour https://t.co/0WFNwJOFCH,3,10,20,618,en,1959348913,1630520461611106306,samisntokay,https://twitter.com/samisntokay/status/1630520461611106306,
Tue Feb 28 10:45:36 +0000 2023,1630519580123709440,Marjorie Taylor Greene 'Attacked' by Woman While at Restaurant https://t.co/baBB3XguLf People who live in a glass house shouldn't throw stones dip shit.,14,95,106,653,en,580128170,1630519580123709440,WaterDean,https://twitter.com/WaterDean/status/1630519580123709440,
Tue Feb 28 10:38:27 +0000 2023,1630517781690216451,"This needs to be shared and retweeted over and over again.. Well done Angus Taylor good job mate.. 2016 Sunrise what a #dickhead,     #auspol https://t.co/PYSJ7vM5Vp",77,51,936,1418,en,1108565574,1630517781690216451,lesstenny,https://twitter.com/lesstenny/status/1630517781690216451,
Tue Feb 28 10:19:46 +0000 2023,1630513081574133760,"taylor swift only write songs about her exes""  taylor swift: https://t.co/LLsCxZcy28""",81,47,1785,15580,en,1596125853821603843,1630513081574133760,reputamatt,https://twitter.com/reputamatt/status/1630513081574133760,
Tue Feb 28 09:02:11 +0000 2023,1630493556896067587,i miss taylor being active on social media she was unhinged https://t.co/3EYwj9CqL5,21,28,316,4598,en,1596125853821603843,1630493556896067587,reputamatt,https://twitter.com/reputamatt/status/1630493556896067587,
Tue Feb 28 08:10:44 +0000 2023,1630480609184464897,Angus Taylor lecturing us about morals. How ludicrous. Who got the millions paid by govt for water that didn’t exist Angus? Who poisoned the grasslands Angus? #ABCnews @abcnews #watergate #grassgate,4,12,108,419,en,31669146,1630480609184464897,MaralynParker,https://twitter.com/MaralynParker/status/1630480609184464897,abcnews
Tue Feb 28 07:25:08 +0000 2023,1630469132079759360,Taylor Swift taught me how to hold fishes. Grip them firmly so they don’t slip away. https://t.co/TITBMesILA,3,6,15,285,en,1020091683008962560,1630469132079759360,FishGuyKai,https://twitter.com/FishGuyKai/status/1630469132079759360,
Tue Feb 28 07:01:41 +0000 2023,1630463232971251712,"We should never let Marjorie Taylor Greene, a Congresswoman, forget that she harassed Parkland mass shooting survivor David Hogg.",4,34,140,711,en,880018682,1630463232971251712,davidmweissman,https://twitter.com/davidmweissman/status/1630463232971251712,
Tue Feb 28 06:04:34 +0000 2023,1630448858861010944,Angus Taylor held a press conference.   ONE journalist turned up.   Nobody cares what he says 😂😂😂,4,17,67,547,en,341327946,1630448858861010944,colonelhogans,https://twitter.com/colonelhogans/status/1630448858861010944,
Tue Feb 28 06:04:06 +0000 2023,1630448739746828289,Ticketmaster have asked a judge to dismiss the lawsuit from Taylor Swift fans in LA l.   Ticketmaster is arguing that fans cannot sue as they agreed to their terms and conditions. https://t.co/wX9TVrYmXt,21,37,36,543,en,1359293410847383558,1630448739746828289,ThePopTingz,https://twitter.com/ThePopTingz/status/1630448739746828289,
Tue Feb 28 05:50:18 +0000 2023,1630445266284290048,@mtgreenee Marjorie Taylor Greene is upset that a couple of voters “attacked” her at a restaurant. This is the same vile person who stalked and mocked gun massacre survivor David Hogg. A taste of her own medicine. No problem as long as it’s non-violent. May she never know a day’s peace. https://t.co/JCklGLSV2E,5,28,176,994,en,110466097,1630409650360180742,RussOnPolitics,https://twitter.com/RussOnPolitics/status/1630445266284290048,mtgreenee
Tue Feb 28 05:48:04 +0000 2023,1630444704092364800,@blessedswifty @scooterbraun @taylorswift13 he always trying to be philosophical as if he’s mother teresa and it never ends up making sense like 😭 @scooterbraun keep taylor’s name out of your mouth LOSER!,0,3,52,1483,en,1459605903657816065,1630415918714048514,taysrep89,https://twitter.com/taysrep89/status/1630444704092364800,"blessedswifty, scooterbraun, taylorswift13, scooterbraun"
Tue Feb 28 05:42:11 +0000 2023,1630443224203395074,tumblr taylor was actually hilarious like “this photo will be my legacy” 😭 https://t.co/pS7dj4pi20,81,20,780,8974,en,1459605903657816065,1630443224203395074,taysrep89,https://twitter.com/taysrep89/status/1630443224203395074,
Tue Feb 28 05:21:38 +0000 2023,1630438050835881985,"Angus Taylor avoids questions about people with millions in super only paying 15% tax, and then scans the room for more questions.  What a turkey - there was only one reporter there 😂  #WellDoneAngus #auspol https://t.co/pSprr6qcH8",40,184,321,1515,en,79402753,1630438050835881985,SquizzSTK,https://twitter.com/SquizzSTK/status/1630438050835881985,
Tue Feb 28 05:08:56 +0000 2023,1630434855493468160,"I think foreigners look at Marjorie Taylor-Greene and think she must be paid by Russia, because there's no way someone is so dumb they repeat verbatim Russian agitprop about 'withdrawal' from Ukraine and Balkanizing America.  No, I think you're underestimating American stupidity.",5,76,72,733,en,1501433027032858628,1630434855493468160,JoohnChoe,https://twitter.com/JoohnChoe/status/1630434855493468160,
Tue Feb 28 04:29:58 +0000 2023,1630425050229932033,"Sen. Mitt Romney on Marjorie Taylor Greene's call for a national divorce: What kind of foolishness is that? We fought a war over that. Abraham Lincoln was the founder of our party. Why would a Republican ever say something as silly as that?"" https://t.co/YsrkCnHHfb""",8,14,73,376,en,1300982078318624769,1630425050229932033,QuoteDigging,https://twitter.com/QuoteDigging/status/1630425050229932033,
Tue Feb 28 04:24:09 +0000 2023,1630423587529302016,"Naughty era. Siri, play I Know Places by Taylor Swift. https://t.co/95S6gtOmKt",0,3,19,521,en,44326859,1630423587529302016,favoritekevin,https://twitter.com/favoritekevin/status/1630423587529302016,
Tue Feb 28 04:15:44 +0000 2023,1630421467409317888,“I can hit. I can cover. I can run. I think you're getting everything in one.”   — Sean Taylor https://t.co/Vv48oTFtwR,6,3,58,460,en,308066100,1630421467409317888,83_87_89_91_01,https://twitter.com/83_87_89_91_01/status/1630421467409317888,
Tue Feb 28 04:15:15 +0000 2023,1630421346986360833,I swear if karma is a song AND the lost album between 1989 and reputation and we ACTUALLY get the Taylor's Version of it..... I will lose my mind,23,20,131,2956,en,3454422853,1630421346986360833,hushmirrorball,https://twitter.com/hushmirrorball/status/1630421346986360833,
Tue Feb 28 03:43:50 +0000 2023,1630413439364374530,Has Marjorie Taylor Greene met Marjorie Taylor Greene?,38,312,703,9952,en,1192160073897988096,1630413439364374530,natsechobbyist,https://twitter.com/natsechobbyist/status/1630413439364374530,
Tue Feb 28 03:34:02 +0000 2023,1630410975793889280,Taylor Swift becomes the fifth artist in history to chart 10 albums on the Billboard 200 in the same week. https://t.co/SFtI7fFj6U,3,17,44,408,en,1153391118773604352,1630410975793889280,BuzzingPop,https://twitter.com/BuzzingPop/status/1630410975793889280,
Tue Feb 28 03:32:14 +0000 2023,1630410519805845504,I feel like someone should cross reference all of Marjorie Taylor Greene's campaign events with known sasquatch sightings.,3,26,38,353,en,1413628042698797059,1630410519805845504,theliamnissan,https://twitter.com/theliamnissan/status/1630410519805845504,
Tue Feb 28 03:30:30 +0000 2023,1630410085435408386,the fact that they used #KarmaIsReal instead of 3 years of the man has my clowning levels at 13000000. like it would be so WILD if she actually drops all the Taylor's Versions to prevent the tour boost on her old catalogue,2,5,45,935,en,3454422853,1630410085435408386,hushmirrorball,https://twitter.com/hushmirrorball/status/1630410085435408386,
Tue Feb 28 03:30:08 +0000 2023,1630409994729402371,@mtgreenee Raise your hand if you think that Marjorie Taylor Greene should be removed from office. 🤚🤚🤚,13,482,71,1593,en,887052266741616640,1630409650360180742,MadeInTheUSANJ,https://twitter.com/MadeInTheUSANJ/status/1630409994729402371,mtgreenee
Tue Feb 28 03:02:00 +0000 2023,1630402912168861696,Taylor Swift - folklore (2020) https://t.co/kdnnMxKctF,34,10,64,474,en,1547716840821891081,1630402912168861696,RawestAlbums,https://twitter.com/RawestAlbums/status/1630402912168861696,
Tue Feb 28 02:43:02 +0000 2023,1630398140334342144,"Marjorie Taylor Greene was joined by just one other House member in voting “no” on a largely symbolic measure to mourn the 50,000 lives lost in a recent earthquake in Turkey and Syria. https://t.co/xSK4HLOns0",65,281,340,1016,en,16012783,1630398140334342144,thedailybeast,https://twitter.com/thedailybeast/status/1630398140334342144,
Tue Feb 28 02:39:28 +0000 2023,1630397243986526209,"This is a reminder especially for people who may be seeing Taylor for the first time or this is their first stadium show: you neeeed to get there early. However long you think it will take, expect 1-2 hours longer for traffic, parking, lines, etc. Get! There! Early!",24,38,207,3424,en,1121766410634637312,1630397243986526209,SavLovesSwift,https://twitter.com/SavLovesSwift/status/1630397243986526209,
Tue Feb 28 02:25:24 +0000 2023,1630393702765199363,"If Gavin Lux is out for the season, look for Miguel Rojas and Chris Taylor to split time at shortstop.  Rojas is one of the better defensive shortstops in the game, but he's had exactly one season in his career where he's been above average offensively and it was in 2020.",6,30,22,356,en,3004300880,1630393702765199363,DMAC_LA,https://twitter.com/DMAC_LA/status/1630393702765199363,
Tue Feb 28 02:22:01 +0000 2023,1630392852609142784,I couldn’t have helped Elizabeth Taylor overcome her shyness without the help of several foster cats and kittens along the way. So please enjoy these special moments over the last two years with other graduates of The Cat’s Meow. #AdoptDontShop https://t.co/jMNeZLRTj9,1,15,39,321,en,484170176,1630392852609142784,MeetYourMuse1,https://twitter.com/MeetYourMuse1/status/1630392852609142784,
Tue Feb 28 02:17:32 +0000 2023,1630391720541310976,"Jim Chalmers (the Liberals) are prepared to go to war for the one-half of 1% of people with more than $3m of superannuation""  (calling out Angus Taylor's hypocrisy after he was again caught out by his own words)  #auspol https://t.co/OljKR7UFDT""",29,48,529,2029,en,79402753,1630391720541310976,SquizzSTK,https://twitter.com/SquizzSTK/status/1630391720541310976,
Tue Feb 28 02:12:44 +0000 2023,1630390512552116224,"Before yoga today, two girls were complaining that they accidentally bought tickets to a Taylor Swift drag show instead of an actual concert. The gay behind them interrupted: “darlings, if you couldn’t distinguish the tickets, you don’t deserve to distinguish the performers.” 💀",0,3,16,630,en,357947783,1630390512552116224,jlsmilges,https://twitter.com/jlsmilges/status/1630390512552116224,
Tue Feb 28 02:00:01 +0000 2023,1630387312210198528,Taylor Swift https://t.co/ztV9ji0uL2,2,7,81,1696,en,1360550936217849859,1630387312210198528,HawtCelebs12,https://twitter.com/HawtCelebs12/status/1630387312210198528,
Tue Feb 28 01:11:38 +0000 2023,1630375138062417922,"taylor did NOT write the other side of the door, the way i loved you, forever and always, tell me why and you’re not sorry for y’all to sleep on fearless",2,6,52,398,en,1459605903657816065,1630375138062417922,taysrep89,https://twitter.com/taysrep89/status/1630375138062417922,
Tue Feb 28 01:10:12 +0000 2023,1630374775909408771,Marjorie Taylor Greene and Thomas Massie just voted against a resolution that mourns the loss of life caused by the earthquakes in Turkey and Syria.   Absolutely despicable. This is who Kevin McCarthy seats on Congressional Committees.,12,42,399,1639,en,3103505578,1630374775909408771,AaronParnas,https://twitter.com/AaronParnas/status/1630374775909408771,
Tue Feb 28 01:08:22 +0000 2023,1630374316834447361,Marjorie Taylor Greene voted against a resolution that mourns the loss of life in Turkey and Syria from the devastating earthquakes.   This is Kevin McCarthy's top ally and hand picked choice for the Homeland Security Committee. We will defeat Kevin and vote to remove Greene.,20,18,661,2345,en,1167326149065621504,1630374316834447361,JohnBurrowsCA,https://twitter.com/JohnBurrowsCA/status/1630374316834447361,
Tue Feb 28 00:47:19 +0000 2023,1630369018657017856,Billboard lists 20 Taylor Swift songs that most likely won’t make ‘The Eras Tour’ set list. https://t.co/vGwjQm8CgL,1073,290,137,3107,en,1138458175663988738,1630369018657017856,PopBase,https://twitter.com/PopBase/status/1630369018657017856,
Tue Feb 28 00:39:02 +0000 2023,1630366933647335426,"🎬 Riley, Suki, Camila e Taylor no The Kelly Clarkson Show https://t.co/WwV3cZ1b63",36,4,50,682,en,1406433140252594181,1630366933647335426,djatsbrasil,https://twitter.com/djatsbrasil/status/1630366933647335426,
Tue Feb 28 00:31:59 +0000 2023,1630365161801551873,Angus Taylor on Sunrise in 2016. What a fukwit   Here’s what he said when the Libs increased taxes on super in govt: “it’s totally inappropriate that someone who has contributed millions + millions of dollars continues to get those 15% concessions” https://t.co/iIk2psyomU,40,62,350,988,en,1108565574,1630365161801551873,lesstenny,https://twitter.com/lesstenny/status/1630365161801551873,
Tue Feb 28 00:29:56 +0000 2023,1630364644539011074,Marjorie Taylor Greene and Thomas Massie vote against a resolution that mourns the loss of life in Turkey and Syria caused by the earthquakes https://t.co/1jfldsVRAH,581,1259,3885,15890,en,16635277,1630364644539011074,Acyn,https://twitter.com/Acyn/status/1630364644539011074,
Tue Feb 28 00:25:03 +0000 2023,1630363415964262400,"Suki Waterhouse with Riley Keough, Camila Morrone and Taylor Jenkins Reid at the Kelly Clarkson Show! https://t.co/M4MjFhhvbB",10,1,39,377,en,1523266864662646784,1630363415964262400,bestsukiw,https://twitter.com/bestsukiw/status/1630363415964262400,
Tue Feb 28 00:24:01 +0000 2023,1630363153522655232,our #midnightshadows eyeshadow palette in “midnight snack” features mattes and shimmers that you can wear from daylight to midnight 🤍 🌌  (📸: ariana_taylor_merch on ig) https://t.co/tiw6WQCR3G,5,15,86,1286,en,1292897129090801664,1630363153522655232,rembeauty,https://twitter.com/rembeauty/status/1630363153522655232,
Tue Feb 28 00:17:08 +0000 2023,1630361422952644610,streets saying latto asked Taylor Swift for a verse at the grammys and got declined 😂😂😂😂😂😂 pitiful,15,49,96,1584,en,1541622609296646145,1630361422952644610,WriteARapSis,https://twitter.com/WriteARapSis/status/1630361422952644610,
Tue Feb 28 00:11:00 +0000 2023,1630359877951578112,"In every crisis there is a message. Crises are nature's way of forcing change - breaking down old structures, shaking loose negative habits so that something new and better can take their place.  Susan L. Taylor https://t.co/Ve9qcgXMK7",63,293,1365,4911,en,1503693433311047685,1630359877951578112,JasonWo97579812,https://twitter.com/JasonWo97579812/status/1630359877951578112,
Mon Feb 27 23:50:00 +0000 2023,1630354594227257345,Taylor modeling her own merch 🐍 #TSTheErasTour https://t.co/KzQxy5k75Q,6,4,69,1147,en,1020011472301314048,1630354594227257345,TSTheErasTour,https://twitter.com/TSTheErasTour/status/1630354594227257345,
Mon Feb 27 23:34:16 +0000 2023,1630350634779017216,"If your team’s favorite player is sitting across from Taylor Rooks, just know a wild take is coming lmaooo",11,8,104,385,en,27528134,1630350634779017216,Kazeem,https://twitter.com/Kazeem/status/1630350634779017216,
Mon Feb 27 23:32:55 +0000 2023,1630350293841096705,Just in case he’s forgotten - this is me with Angus Taylor on Sunrise in 2016.   Here’s what he said when the Libs increased taxes on super in govt: “it’s totally inappropriate that someone who has contributed millions + millions of dollars continues to get those 15% concessions” https://t.co/0q5icfsbUD,448,581,2470,6342,en,307755781,1630350293841096705,tanya_plibersek,https://twitter.com/tanya_plibersek/status/1630350293841096705,
Mon Feb 27 23:24:30 +0000 2023,1630348176359317506,"@TheSwiftSociety @billboard @taylorswift13 I’m not ok with this, in case Taylor was specifically wondering how I felt about this list.",0,0,20,783,en,22732275,1630324689980600326,shanita911,https://twitter.com/shanita911/status/1630348176359317506,"TheSwiftSociety, billboard, taylorswift13"
Mon Feb 27 23:21:51 +0000 2023,1630347509238300676,Never forget what Mason BY GAWD Taylor did to Alabama on 11/5/22😤 https://t.co/wA7DVi3c7E,8,7,61,469,en,1399109419686838272,1630347509238300676,WholeLottaSauss,https://twitter.com/WholeLottaSauss/status/1630347509238300676,
Mon Feb 27 23:12:17 +0000 2023,1630345103909830662,@taylornation13 owned by taylor swift is my favorite genre ❤️ #karmaisreal https://t.co/TRY4QxCsLn,3,48,86,1611,en,1241490144206696448,1630343584787451905,__theantihero__,https://twitter.com/__theantihero__/status/1630345103909830662,taylornation13
Mon Feb 27 23:01:41 +0000 2023,1630342435141189633,eli just beat all the taylor swift hater allegations saying enchanted like does anyone know what this means to a girl like me https://t.co/FwnepYEIvA,9,5,15,285,en,2732103467,1630342435141189633,caIlitfate,https://twitter.com/caIlitfate/status/1630342435141189633,
Mon Feb 27 22:59:52 +0000 2023,1630341977370681350,"Taylor Swift is officially the SECOND female artist in Billboard 200 HISTORY to chart 10 albums simultaneously, as 'Lover: Live From Paris' makes its debut!  She joins Whitney Houston, who charted 10 albums following her death in 2012. https://t.co/Wk7z6vRHoV",2,6,46,562,en,1460491409018994691,1630341977370681350,SpotifySwiftie,https://twitter.com/SpotifySwiftie/status/1630341977370681350,
Mon Feb 27 22:50:12 +0000 2023,1630339544141668353,"They've arrested the QAnon Shaman and now the Sedition Panda, who assaulted an officer in the Capitol. If only they can find the person wearing the huge rubber Marjorie Taylor Greene head https://t.co/Bl0VEbGwkC",3,9,74,453,en,3514817897,1630339544141668353,PaulRudnickNY,https://twitter.com/PaulRudnickNY/status/1630339544141668353,
Mon Feb 27 22:35:30 +0000 2023,1630335844883259394,📈| Taylor Swift’s longest charting songs in the Top 10 of the Billboard Hot 100  1) Shake It Off  2) Anti-Hero (+1) 3) Blank Space (-1) https://t.co/SX6xDvkG4q,0,7,51,557,en,1355224137690734597,1630335844883259394,swifferupdates,https://twitter.com/swifferupdates/status/1630335844883259394,
Mon Feb 27 22:22:35 +0000 2023,1630332593785675778,"Taylor Rooks: Last year, Marcus Smart won. Year before that, Rudy [Gobert] won.""  Bam Adebayo: ""Yeah, but Rudy can't.""  TR: ""You say Rudy, no?""  BA: ""Nah... It has to translate, and I feel like Rudy in the playoffs didn't translate. And Marcus Smart https://t.co/hEAycYt0uw…""",122,87,103,1239,en,3312776298,1630332593785675778,ClutchPoints,https://twitter.com/ClutchPoints/status/1630332593785675778,
Mon Feb 27 22:18:21 +0000 2023,1630331530437447681,Taylor Swift on BB200 this week:  #3.[=] Midnights #28.[+7] folklore #41.[-5] Lover #50.[-3] 1989 #56.[-6] Red Taylor's Version #58.[NEW] Lover: Live from Paris #100.[-15] reputation #103.[-2] evermore #172.[-33] Fearless Taylor's Version #192.[-17] Speak Now,7,14,101,1102,en,1261260709159190534,1630331530437447681,spotify_swift,https://twitter.com/spotify_swift/status/1630331530437447681,
Mon Feb 27 22:13:25 +0000 2023,1630330286398488580,"All of @taylorswift13's entries on this week's #Billboard200:  #3, Midnights #28, Folklore #41, Lover  #50, 1989 #56, Red (Taylor’s Version)  #58, Lover: Live From Paris #100, reputation #103, Evermore #172, Fearless (Taylor’s Version) #192, Speak Now",112,31,960,8779,en,1022239538629029888,1630330286398488580,billboardcharts,https://twitter.com/billboardcharts/status/1630330286398488580,taylorswift13
Mon Feb 27 22:06:41 +0000 2023,1630328593648693250,"My mother says I didn't open my eyes for eight days after I was born, but when I did, the first thing I saw was an engagement ring. I was hooked.""   ~ Elizabeth Taylor https://t.co/MBPWqBncpO""",3,5,42,410,en,1105917731369570305,1630328593648693250,HollywoodYeste1,https://twitter.com/HollywoodYeste1/status/1630328593648693250,
Mon Feb 27 22:01:47 +0000 2023,1630327360590413826,"Sen. Mitt Romney on Marjorie Taylor Greene's call for a national divorce: What kind of foolishness is that? We fought a war over that. Abraham Lincoln was the founder of our party. Why would a Republican ever say something as silly as that?"" https://t.co/l3CkkTfEpZ""",116,366,1405,8263,en,1265761679947771905,1630327360590413826,AccountableGOP,https://twitter.com/AccountableGOP/status/1630327360590413826,
Mon Feb 27 22:01:28 +0000 2023,1630327280814940161,"its so scary how the eras tour is literally weeks away and all we know is that the catwalk is super long, delicate is on the setlist, and taylor swift will (allegedly) be there 😵‍💫",20,23,321,6495,en,3454422853,1630327280814940161,hushmirrorball,https://twitter.com/hushmirrorball/status/1630327280814940161,
Mon Feb 27 22:01:08 +0000 2023,1630327199059304456,"@celestialswiftt impossible, taylor knows how much we love dear john (😭), wcs, ootw or king of my heart",3,8,10,1374,en,764899880129204224,1630326035035176968,zuzannazmorka,https://twitter.com/zuzannazmorka/status/1630327199059304456,celestialswiftt
Mon Feb 27 21:57:34 +0000 2023,1630326299939196928,"📈| With “Lover: Live From Paris” entering the Billboard 200 this week, Taylor Swift joins Whitney Houston as the only female act to have 10 albums simultaneously charting on the Billboard 200 and only the 5th artist to ever do so! https://t.co/zkULV5ofw4",2,2,75,626,en,1355224137690734597,1630326299939196928,swifferupdates,https://twitter.com/swifferupdates/status/1630326299939196928,
Mon Feb 27 21:36:19 +0000 2023,1630320953757667332,@BleacherReport @TaylorRooks The things these dudes say around Taylor Rooks and Malika Andrews is insane,1,8,22,988,en,1395538212941012992,1630320717022609408,oldnbatweetz,https://twitter.com/oldnbatweetz/status/1630320953757667332,"BleacherReport, TaylorRooks"
Mon Feb 27 21:23:26 +0000 2023,1630317709790674944,I had a dream last night I was at Taylor Swifts first show back and she made me come onto the stage 5 minutes before it was supposed to start and announce that she had to cancel the tour because she’s pregnant,0,21,2,421,en,176073125,1630317709790674944,caitlynrae,https://twitter.com/caitlynrae/status/1630317709790674944,
Mon Feb 27 21:13:09 +0000 2023,1630315122936672257,Terry McLaurin has tried to catch passes from these QBs in his 4 year career in DC:  201 passes from Taylor Heinicke 98 from Dwayne Haskins 52 from Alex Smith 43 from Carson Wentz 41 from Case Keenum 31 from Kyle Allen 7 from Colt McCoy 6 from Sam Howell 4 from Garrett Gilbert https://t.co/g8MwqsgGbh,119,107,286,3730,en,68758745,1630315122936672257,SharpFootball,https://twitter.com/SharpFootball/status/1630315122936672257,
Mon Feb 27 21:06:59 +0000 2023,1630313571002503169,"As Marjorie Taylor Greene continues to attack Biden for giving $10,000 in student loan forgiveness to poor college kids, just keep reminding her of this:  She took $183,504 in PPP loans, which were 100% forgiven. Pay back the $183,504 and then we'll hear her out.",15,62,477,1352,en,1385116702090797057,1630313571002503169,AzPetrich,https://twitter.com/AzPetrich/status/1630313571002503169,
Mon Feb 27 20:32:48 +0000 2023,1630304967616778240,To everyone responsible for making me see the video of Marjorie Taylor Greene flopping around like a harpooned tuna in her garage - you will pay,1,8,15,234,en,55422474,1630304967616778240,MariyaAlexander,https://twitter.com/MariyaAlexander/status/1630304967616778240,
Mon Feb 27 20:24:06 +0000 2023,1630302778844143616,"jeff skinner has unfollowed hailey bieber on instagram following the selena and hailey drama, maintaining his alliance with selena and taylor. https://t.co/8zjpv3KuaT",4,3,43,486,en,2177380875,1630302778844143616,emmierobs_,https://twitter.com/emmierobs_/status/1630302778844143616,
Mon Feb 27 20:22:23 +0000 2023,1630302346184998914,SHE MADE A SONG ABOUT TAYLOR??,1,8,28,454,en,1372964235156844554,1630302346184998914,MsAmericslaya,https://twitter.com/MsAmericslaya/status/1630302346184998914,
Mon Feb 27 20:14:09 +0000 2023,1630300275910103043,"Justin Trudeau's press conference summarized,  1) CSIS can screw off 2) everything else is racism",8,44,186,1144,en,14678279,1630300275910103043,stephen_taylor,https://twitter.com/stephen_taylor/status/1630300275910103043,
Mon Feb 27 20:07:42 +0000 2023,1630298650227232771,"ppl who don’t get OOTW and why taylor is repeatingly singing “are we out of the woods yet” and instead, using that lyric to say that she’s a bad songwriter, are so ANNOYING",16,11,132,1323,en,1267948078641958919,1630298650227232771,lidunbaar,https://twitter.com/lidunbaar/status/1630298650227232771,
Mon Feb 27 20:02:11 +0000 2023,1630297261916684291,"Elizabeth Taylor (February 27, 1932 - March 23, 2011). https://t.co/yUDODkIJ70",3,1,28,309,en,913632751,1630297261916684291,Zsavooz,https://twitter.com/Zsavooz/status/1630297261916684291,
Mon Feb 27 19:59:29 +0000 2023,1630296581160202240,"My multi-talented grad student, Taylor Black, made us a lab a logo! https://t.co/fmPNgor4zK",2,13,31,777,en,2857366038,1630296581160202240,Rachel_L_Moran,https://twitter.com/Rachel_L_Moran/status/1630296581160202240,
Mon Feb 27 19:56:19 +0000 2023,1630295787765637120,You want bend? you get Von You want strength? you get Reggie  You want versatility? You get Taylor  You want release? you get Garrett   You want all of that? You get Micah Parsons https://t.co/9pHW0KmxaE,12,41,131,2256,en,1213552838221021184,1630295787765637120,6Blackhawks,https://twitter.com/6Blackhawks/status/1630295787765637120,
Mon Feb 27 19:45:47 +0000 2023,1630293136374382592,"I’ve been calling Marjorie Taylor Greene, Andy Biggs and Lauren Boebert domestic terrorists for a while now.  So let’s define it…  18 U.S. Code § 2331  1. Involve acts dangerous to human life that are a violation of the criminal laws of the United States or of any State.  2.… https://t.co/mFbHUL1rEy",8,28,176,542,en,790624550,1630293136374382592,RyanShead,https://twitter.com/RyanShead/status/1630293136374382592,
Mon Feb 27 19:37:16 +0000 2023,1630290991084101635,It’s here! Barry Taylor Building Services Mug!  Available now —&gt  https://t.co/CDNO1l6GaY https://t.co/kfLWAWnfaC,2,16,13,354,en,552824033,1630290991084101635,aufwiedpet,https://twitter.com/aufwiedpet/status/1630290991084101635,
Mon Feb 27 19:34:48 +0000 2023,1630290370046095362,"Taylor Swift is now tied with Maroon 5 as the artist with the MOST songs hitting the Top 10 on the Billboard Adult Pop Airplay chart, with 27!  'Lavender Haze' rises 2 spots to enter the Top 10 at #9! https://t.co/i8TaANRNpU",0,6,43,422,en,1460491409018994691,1630290370046095362,SpotifySwiftie,https://twitter.com/SpotifySwiftie/status/1630290370046095362,
Mon Feb 27 19:31:43 +0000 2023,1630289594020253697,America needs a “national divorce” from Marjorie Taylor Greene.,37,410,361,4841,en,818893114979061761,1630289594020253697,JoJoFromJerz,https://twitter.com/JoJoFromJerz/status/1630289594020253697,
Mon Feb 27 19:27:51 +0000 2023,1630288623974113281,"Ayara, Widow of the Realm Magic: The Gathering AD: Taylor Ingvarsson https://t.co/u4WPEMTEK5",0,7,63,845,en,1163540018054533120,1630288623974113281,_akreon_,https://twitter.com/_akreon_/status/1630288623974113281,
Mon Feb 27 19:24:33 +0000 2023,1630287789852901379,I have a feeling that CSIS leaks will increase after this press conference.,8,51,72,845,en,14678279,1630287789852901379,stephen_taylor,https://twitter.com/stephen_taylor/status/1630287789852901379,
Mon Feb 27 19:24:10 +0000 2023,1630287695003144192,"it makes me sad how Taylor's fans are meaner to Taylor than the actual general public and media is..it used to be the opposite where ALL we did was defend her and support each other, and now it all feels so one-sided and there's a side that really is hateful and vile.",0,7,8,265,en,357318897,1630287695003144192,blessedswift,https://twitter.com/blessedswift/status/1630287695003144192,
Mon Feb 27 19:22:03 +0000 2023,1630287162355613696,@K3YON3R This isn't a controversial opinion...U are just being stupid😏. Even SZA knows that she can't outwrite Taylor in a million years,0,1,11,456,en,1267391934458454018,1629926636630974469,swiftxosinner,https://twitter.com/swiftxosinner/status/1630287162355613696,K3YON3R
